businessKey,batchId,ai_verification_time,ai_overall_status,testName,ai_meets_specification
ACX5403-TEST2,ACX5403,2026-02-01T00:13:10Z,FAIL,Sterility,Conforms
ACX5403-TEST3,ACX5403,2026-02-01T00:13:10Z,FAIL,Endotoxin,Conforms
ACX5403-TEST4,ACX5403,2026-02-01T00:13:10Z,FAIL,Cell Viability Percentage,Conforms
ADH9064-TEST0,ADH9064,2026-02-22T02:13:10Z,FAIL,Appearance,Conforms
ADH9064-TEST1,ADH9064,2026-02-22T02:13:10Z,FAIL,Mycoplasma,Conforms
ADH9064-TEST2,ADH9064,2026-02-22T02:13:10Z,FAIL,Sterility,Does Not Conform
ADH9064-TEST3,ADH9064,2026-02-22T02:13:10Z,FAIL,Endotoxin,Conforms
ADH9064-TEST4,ADH9064,2026-02-22T02:13:10Z,FAIL,Cell Viability Percentage,Conforms
ADJ6324-TEST0,ADJ6324,2026-02-10T03:13:10Z,FAIL,Appearance,Conforms
ADJ6324-TEST1,ADJ6324,2026-02-10T03:13:10Z,FAIL,Mycoplasma,Conforms
ADJ6324-TEST2,ADJ6324,2026-02-10T03:13:10Z,FAIL,Sterility,Does Not Conform
ADJ6324-TEST3,ADJ6324,2026-02-10T03:13:10Z,FAIL,Endotoxin,Conforms
ADJ6324-TEST4,ADJ6324,2026-02-10T03:13:10Z,FAIL,Cell Viability Percentage,Conforms
ADE4253-TEST0,ADE4253,2026-02-12T04:13:10Z,FAIL,Appearance,Conforms
ADE4253-TEST1,ADE4253,2026-02-12T04:13:10Z,FAIL,Mycoplasma,Conforms
ADE4253-TEST2,ADE4253,2026-02-12T04:13:10Z,FAIL,Sterility,Does Not Conform
ADE4253-TEST3,ADE4253,2026-02-12T04:13:10Z,FAIL,Endotoxin,Conforms
ADE4253-TEST4,ADE4253,2026-02-12T04:13:10Z,FAIL,Cell Viability Percentage,Conforms
ACY5232-TEST0,ACY5232,2026-02-06T07:13:10Z,FAIL,Appearance,Does Not Conform
ACY5232-TEST1,ACY5232,2026-02-06T07:13:10Z,FAIL,Mycoplasma,Conforms
ACY5232-TEST2,ACY5232,2026-02-06T07:13:10Z,FAIL,Sterility,Conforms
ACY5232-TEST3,ACY5232,2026-02-06T07:13:10Z,FAIL,Endotoxin,Conforms
ACY5232-TEST4,ACY5232,2026-02-06T07:13:10Z,FAIL,Cell Viability Percentage,Conforms
ADJ5049-TEST0,ADJ5049,2026-02-26T04:13:10Z,FAIL,Appearance,Does Not Conform
ADJ5049-TEST1,ADJ5049,2026-02-26T04:13:10Z,FAIL,Mycoplasma,Conforms
ADJ5049-TEST2,ADJ5049,2026-02-26T04:13:10Z,FAIL,Sterility,Conforms
ADJ5049-TEST3,ADJ5049,2026-02-26T04:13:10Z,FAIL,Endotoxin,Conforms
ADJ5049-TEST4,ADJ5049,2026-02-26T04:13:10Z,FAIL,Cell Viability Percentage,Conforms
ADJ4807-TEST0,ADJ4807,2026-02-21T14:13:10Z,FAIL,Appearance,Does Not Conform
ADJ4807-TEST1,ADJ4807,2026-02-21T14:13:10Z,FAIL,Mycoplasma,Conforms
ADJ4807-TEST2,ADJ4807,2026-02-21T14:13:10Z,FAIL,Sterility,Conforms
ADJ4807-TEST3,ADJ4807,2026-02-21T14:13:10Z,FAIL,Endotoxin,Conforms
ADJ4807-TEST4,ADJ4807,2026-02-21T14:13:10Z,FAIL,Cell Viability Percentage,Conforms
ACY8219-TEST0,ACY8219,2026-02-19T00:13:10Z,FAIL,Appearance,Does Not Conform
ACY8219-TEST1,ACY8219,2026-02-19T00:13:10Z,FAIL,Mycoplasma,Conforms
ACY8219-TEST2,ACY8219,2026-02-19T00:13:10Z,FAIL,Sterility,Conforms
ACY8219-TEST3,ACY8219,2026-02-19T00:13:10Z,FAIL,Endotoxin,Conforms
ACY8219-TEST4,ACY8219,2026-02-19T00:13:10Z,FAIL,Cell Viability Percentage,Conforms
ADB6845-TEST0,ADB6845,2026-01-10T13:13:10Z,PASS,Appearance,Conforms
ADB6845-TEST1,ADB6845,2026-01-10T13:13:10Z,PASS,Mycoplasma,Conforms
ADB6845-TEST2,ADB6845,2026-01-10T13:13:10Z,PASS,Sterility,Conforms
ADB6845-TEST3,ADB6845,2026-01-10T13:13:10Z,PASS,Endotoxin,Conforms
ADB6845-TEST4,ADB6845,2026-01-10T13:13:10Z,PASS,Cell Viability Percentage,Conforms
ADH9063-TEST0,ADH9063,2026-01-14T22:13:10Z,FAIL,Appearance,Conforms
ADH9063-TEST1,ADH9063,2026-01-14T22:13:10Z,FAIL,Mycoplasma,Does Not Conform
ADH9063-TEST2,ADH9063,2026-01-14T22:13:10Z,FAIL,Sterility,Conforms
ADH9063-TEST3,ADH9063,2026-01-14T22:13:10Z,FAIL,Endotoxin,Conforms
ADH9063-TEST4,ADH9063,2026-01-14T22:13:10Z,FAIL,Cell Viability Percentage,Does Not Conform
ADE6354-TEST0,ADE6354,2026-01-24T21:13:10Z,FAIL,Appearance,Does Not Conform
ADE6354-TEST1,ADE6354,2026-01-24T21:13:10Z,FAIL,Mycoplasma,Conforms
ADE6354-TEST2,ADE6354,2026-01-24T21:13:10Z,FAIL,Sterility,Does Not Conform
ADE6354-TEST3,ADE6354,2026-01-24T21:13:10Z,FAIL,Endotoxin,Conforms
ADE6354-TEST4,ADE6354,2026-01-24T21:13:10Z,FAIL,Cell Viability Percentage,Conforms
ADE4259-TEST0,ADE4259,2026-01-18T09:13:10Z,FAIL,Appearance,Conforms
ADE4259-TEST1,ADE4259,2026-01-18T09:13:10Z,FAIL,Mycoplasma,Does Not Conform
ADE4259-TEST2,ADE4259,2026-01-18T09:13:10Z,FAIL,Sterility,Conforms
ADE4259-TEST3,ADE4259,2026-01-18T09:13:10Z,FAIL,Endotoxin,Conforms
ADE4259-TEST4,ADE4259,2026-01-18T09:13:10Z,FAIL,Cell Viability Percentage,Conforms
ADK4724-TEST0,ADK4724,2026-02-05T08:13:10Z,FAIL,Appearance,Does Not Conform
ADK4724-TEST1,ADK4724,2026-02-05T08:13:10Z,FAIL,Mycoplasma,Conforms
ADK4724-TEST2,ADK4724,2026-02-05T08:13:10Z,FAIL,Sterility,Conforms
ADK4724-TEST3,ADK4724,2026-02-05T08:13:10Z,FAIL,Endotoxin,Conforms
ADK4724-TEST4,ADK4724,2026-02-05T08:13:10Z,FAIL,Cell Viability Percentage,Conforms
ADJ9003-TEST0,ADJ9003,2026-01-24T03:13:10Z,FAIL,Appearance,Does Not Conform
ADJ9003-TEST1,ADJ9003,2026-01-24T03:13:10Z,FAIL,Mycoplasma,Conforms
ADJ9003-TEST2,ADJ9003,2026-01-24T03:13:10Z,FAIL,Sterility,Conforms
ADJ9003-TEST3,ADJ9003,2026-01-24T03:13:10Z,FAIL,Endotoxin,Conforms
ADJ9003-TEST4,ADJ9003,2026-01-24T03:13:10Z,FAIL,Cell Viability Percentage,Conforms
ADD0586-TEST0,ADD0586,2026-02-08T09:13:10Z,FAIL,Appearance,Conforms
ADD0586-TEST1,ADD0586,2026-02-08T09:13:10Z,FAIL,Mycoplasma,Conforms
ADD0586-TEST2,ADD0586,2026-02-08T09:13:10Z,FAIL,Sterility,Does Not Conform
ADD0586-TEST3,ADD0586,2026-02-08T09:13:10Z,FAIL,Endotoxin,Conforms
ADD0586-TEST4,ADD0586,2026-02-08T09:13:10Z,FAIL,Cell Viability Percentage,Conforms
ADE1932-TEST0,ADE1932,2026-01-24T20:13:10Z,FAIL,Appearance,Does Not Conform
ADE1932-TEST1,ADE1932,2026-01-24T20:13:10Z,FAIL,Mycoplasma,Conforms
ADE1932-TEST2,ADE1932,2026-01-24T20:13:10Z,FAIL,Sterility,Conforms
ADE1932-TEST3,ADE1932,2026-01-24T20:13:10Z,FAIL,Endotoxin,Conforms
ADE1932-TEST4,ADE1932,2026-01-24T20:13:10Z,FAIL,Cell Viability Percentage,Conforms
ADB1671-TEST0,ADB1671,2026-01-30T09:13:10Z,PASS,Appearance,Conforms
ADB1671-TEST1,ADB1671,2026-01-30T09:13:10Z,PASS,Mycoplasma,Conforms
ADB1671-TEST2,ADB1671,2026-01-30T09:13:10Z,PASS,Sterility,Conforms
ADB1671-TEST3,ADB1671,2026-01-30T09:13:10Z,PASS,Endotoxin,Conforms
ADB1671-TEST4,ADB1671,2026-01-30T09:13:10Z,PASS,Cell Viability Percentage,Conforms
ADD6906-TEST0,ADD6906,2026-02-28T18:13:10Z,PASS,Appearance,Conforms
ADD6906-TEST1,ADD6906,2026-02-28T18:13:10Z,PASS,Mycoplasma,Conforms
ADD6906-TEST2,ADD6906,2026-02-28T18:13:10Z,PASS,Sterility,Conforms
ADD6906-TEST3,ADD6906,2026-02-28T18:13:10Z,PASS,Endotoxin,Conforms
ADD6906-TEST4,ADD6906,2026-02-28T18:13:10Z,PASS,Cell Viability Percentage,Conforms
ADJ0206-TEST0,ADJ0206,2026-02-02T11:13:10Z,PASS,Appearance,Conforms
ADJ0206-TEST1,ADJ0206,2026-02-02T11:13:10Z,PASS,Mycoplasma,Conforms
ADJ0206-TEST2,ADJ0206,2026-02-02T11:13:10Z,PASS,Sterility,Conforms
ADJ0206-TEST3,ADJ0206,2026-02-02T11:13:10Z,PASS,Endotoxin,Conforms
ADJ0206-TEST4,ADJ0206,2026-02-02T11:13:10Z,PASS,Cell Viability Percentage,Conforms
ACV8088-TEST0,ACV8088,2026-01-07T05:13:10Z,FAIL,Appearance,Does Not Conform
ACV8088-TEST1,ACV8088,2026-01-07T05:13:10Z,FAIL,Mycoplasma,Conforms
ACV8088-TEST2,ACV8088,2026-01-07T05:13:10Z,FAIL,Sterility,Conforms
ACV8088-TEST3,ACV8088,2026-01-07T05:13:10Z,FAIL,Endotoxin,Conforms
ACV8088-TEST4,ACV8088,2026-01-07T05:13:10Z,FAIL,Cell Viability Percentage,Conforms
ADB1652-TEST0,ADB1652,2026-02-17T08:13:10Z,FAIL,Appearance,Conforms
ADB1652-TEST1,ADB1652,2026-02-17T08:13:10Z,FAIL,Mycoplasma,Does Not Conform
ADB1652-TEST2,ADB1652,2026-02-17T08:13:10Z,FAIL,Sterility,Conforms
ADB1652-TEST3,ADB1652,2026-02-17T08:13:10Z,FAIL,Endotoxin,Conforms
ADB1652-TEST4,ADB1652,2026-02-17T08:13:10Z,FAIL,Cell Viability Percentage,Conforms
ACZ1443-TEST0,ACZ1443,2026-01-31T09:13:10Z,FAIL,Appearance,Conforms
ACZ1443-TEST1,ACZ1443,2026-01-31T09:13:10Z,FAIL,Mycoplasma,Does Not Conform
ACZ1443-TEST2,ACZ1443,2026-01-31T09:13:10Z,FAIL,Sterility,Conforms
ACZ1443-TEST3,ACZ1443,2026-01-31T09:13:10Z,FAIL,Endotoxin,Conforms
ACZ1443-TEST4,ACZ1443,2026-01-31T09:13:10Z,FAIL,Cell Viability Percentage,Conforms
ADH9602-TEST0,ADH9602,2026-02-06T15:13:10Z,PASS,Appearance,Conforms
ADH9602-TEST1,ADH9602,2026-02-06T15:13:10Z,PASS,Mycoplasma,Conforms
ADH9602-TEST2,ADH9602,2026-02-06T15:13:10Z,PASS,Sterility,Conforms
ADH9602-TEST3,ADH9602,2026-02-06T15:13:10Z,PASS,Endotoxin,Conforms
ADH9602-TEST4,ADH9602,2026-02-06T15:13:10Z,PASS,Cell Viability Percentage,Conforms
ACV7299-TEST0,ACV7299,2026-02-07T21:13:10Z,FAIL,Appearance,Conforms
ACV7299-TEST1,ACV7299,2026-02-07T21:13:10Z,FAIL,Mycoplasma,Conforms
ACV7299-TEST2,ACV7299,2026-02-07T21:13:10Z,FAIL,Sterility,Does Not Conform
ACV7299-TEST3,ACV7299,2026-02-07T21:13:10Z,FAIL,Endotoxin,Conforms
ACV7299-TEST4,ACV7299,2026-02-07T21:13:10Z,FAIL,Cell Viability Percentage,Conforms
ACY4545-TEST0,ACY4545,2026-02-22T12:13:10Z,FAIL,Appearance,Conforms
ACY4545-TEST1,ACY4545,2026-02-22T12:13:10Z,FAIL,Mycoplasma,Conforms
ACY4545-TEST2,ACY4545,2026-02-22T12:13:10Z,FAIL,Sterility,Conforms
ACY4545-TEST3,ACY4545,2026-02-22T12:13:10Z,FAIL,Endotoxin,Does Not Conform
ACY4545-TEST4,ACY4545,2026-02-22T12:13:10Z,FAIL,Cell Viability Percentage,Conforms
ADB3994-TEST0,ADB3994,2026-01-05T03:13:10Z,FAIL,Appearance,Conforms
ADB3994-TEST1,ADB3994,2026-01-05T03:13:10Z,FAIL,Mycoplasma,Does Not Conform
ADB3994-TEST2,ADB3994,2026-01-05T03:13:10Z,FAIL,Sterility,Conforms
ADB3994-TEST3,ADB3994,2026-01-05T03:13:10Z,FAIL,Endotoxin,Does Not Conform
ADB3994-TEST4,ADB3994,2026-01-05T03:13:10Z,FAIL,Cell Viability Percentage,Conforms
ADA6353-TEST0,ADA6353,2026-01-22T15:13:10Z,FAIL,Appearance,Does Not Conform
ADA6353-TEST1,ADA6353,2026-01-22T15:13:10Z,FAIL,Mycoplasma,Conforms
ADA6353-TEST2,ADA6353,2026-01-22T15:13:10Z,FAIL,Sterility,Conforms
ADA6353-TEST3,ADA6353,2026-01-22T15:13:10Z,FAIL,Endotoxin,Conforms
ADA6353-TEST4,ADA6353,2026-01-22T15:13:10Z,FAIL,Cell Viability Percentage,Conforms
ADH0422-TEST0,ADH0422,2026-01-25T07:13:10Z,PASS,Appearance,Conforms
ADH0422-TEST1,ADH0422,2026-01-25T07:13:10Z,PASS,Mycoplasma,Conforms
ADH0422-TEST2,ADH0422,2026-01-25T07:13:10Z,PASS,Sterility,Conforms
ADH0422-TEST3,ADH0422,2026-01-25T07:13:10Z,PASS,Endotoxin,Conforms
ADH0422-TEST4,ADH0422,2026-01-25T07:13:10Z,PASS,Cell Viability Percentage,Conforms
ADA6358-TEST0,ADA6358,2026-01-29T03:13:10Z,FAIL,Appearance,Does Not Conform
ADA6358-TEST1,ADA6358,2026-01-29T03:13:10Z,FAIL,Mycoplasma,Conforms
ADA6358-TEST2,ADA6358,2026-01-29T03:13:10Z,FAIL,Sterility,Conforms
ADA6358-TEST3,ADA6358,2026-01-29T03:13:10Z,FAIL,Endotoxin,Conforms
ADA6358-TEST4,ADA6358,2026-01-29T03:13:10Z,FAIL,Cell Viability Percentage,Conforms
ACX5342-TEST0,ACX5342,2026-02-08T04:13:10Z,FAIL,Appearance,Does Not Conform
ACX5342-TEST1,ACX5342,2026-02-08T04:13:10Z,FAIL,Mycoplasma,Conforms
ACX5342-TEST2,ACX5342,2026-02-08T04:13:10Z,FAIL,Sterility,Conforms
ACX5342-TEST3,ACX5342,2026-02-08T04:13:10Z,FAIL,Endotoxin,Conforms
ACX5342-TEST4,ACX5342,2026-02-08T04:13:10Z,FAIL,Cell Viability Percentage,Conforms
ACW9218-TEST0,ACW9218,2026-01-16T15:13:10Z,FAIL,Appearance,Does Not Conform
ACW9218-TEST1,ACW9218,2026-01-16T15:13:10Z,FAIL,Mycoplasma,Conforms
ACW9218-TEST2,ACW9218,2026-01-16T15:13:10Z,FAIL,Sterility,Conforms
ACW9218-TEST3,ACW9218,2026-01-16T15:13:10Z,FAIL,Endotoxin,Conforms
ACW9218-TEST4,ACW9218,2026-01-16T15:13:10Z,FAIL,Cell Viability Percentage,Conforms
ADE4591-TEST0,ADE4591,2026-01-06T10:13:10Z,FAIL,Appearance,Does Not Conform
ADE4591-TEST1,ADE4591,2026-01-06T10:13:10Z,FAIL,Mycoplasma,Conforms
ADE4591-TEST2,ADE4591,2026-01-06T10:13:10Z,FAIL,Sterility,Conforms
ADE4591-TEST3,ADE4591,2026-01-06T10:13:10Z,FAIL,Endotoxin,Conforms
ADE4591-TEST4,ADE4591,2026-01-06T10:13:10Z,FAIL,Cell Viability Percentage,Conforms
ACZ8590-TEST0,ACZ8590,2026-01-25T08:13:10Z,FAIL,Appearance,Does Not Conform
ACZ8590-TEST1,ACZ8590,2026-01-25T08:13:10Z,FAIL,Mycoplasma,Conforms
ACZ8590-TEST2,ACZ8590,2026-01-25T08:13:10Z,FAIL,Sterility,Conforms
ACZ8590-TEST3,ACZ8590,2026-01-25T08:13:10Z,FAIL,Endotoxin,Conforms
ACZ8590-TEST4,ACZ8590,2026-01-25T08:13:10Z,FAIL,Cell Viability Percentage,Conforms
ADK5782-TEST0,ADK5782,2026-01-25T23:13:10Z,FAIL,Appearance,Does Not Conform
ADK5782-TEST1,ADK5782,2026-01-25T23:13:10Z,FAIL,Mycoplasma,Conforms
ADK5782-TEST2,ADK5782,2026-01-25T23:13:10Z,FAIL,Sterility,Conforms
ADK5782-TEST3,ADK5782,2026-01-25T23:13:10Z,FAIL,Endotoxin,Conforms
ADK5782-TEST4,ADK5782,2026-01-25T23:13:10Z,FAIL,Cell Viability Percentage,Conforms
ACX9958-TEST0,ACX9958,2026-03-01T06:13:10Z,FAIL,Appearance,Does Not Conform
ACX9958-TEST1,ACX9958,2026-03-01T06:13:10Z,FAIL,Mycoplasma,Conforms
ACX9958-TEST2,ACX9958,2026-03-01T06:13:10Z,FAIL,Sterility,Conforms
ACX9958-TEST3,ACX9958,2026-03-01T06:13:10Z,FAIL,Endotoxin,Does Not Conform
ACX9958-TEST4,ACX9958,2026-03-01T06:13:10Z,FAIL,Cell Viability Percentage,Conforms
ADE2348-TEST0,ADE2348,2026-02-21T21:13:10Z,FAIL,Appearance,Does Not Conform
ADE2348-TEST1,ADE2348,2026-02-21T21:13:10Z,FAIL,Mycoplasma,Conforms
ADE2348-TEST2,ADE2348,2026-02-21T21:13:10Z,FAIL,Sterility,Conforms
ADE2348-TEST3,ADE2348,2026-02-21T21:13:10Z,FAIL,Endotoxin,Conforms
ADE2348-TEST4,ADE2348,2026-02-21T21:13:10Z,FAIL,Cell Viability Percentage,Conforms
ACW4201-TEST0,ACW4201,2026-02-15T08:13:10Z,FAIL,Appearance,Conforms
ACW4201-TEST1,ACW4201,2026-02-15T08:13:10Z,FAIL,Mycoplasma,Conforms
ACW4201-TEST2,ACW4201,2026-02-15T08:13:10Z,FAIL,Sterility,Does Not Conform
ACW4201-TEST3,ACW4201,2026-02-15T08:13:10Z,FAIL,Endotoxin,Does Not Conform
ACW4201-TEST4,ACW4201,2026-02-15T08:13:10Z,FAIL,Cell Viability Percentage,Conforms
ADE2354-TEST0,ADE2354,2026-02-28T06:13:10Z,FAIL,Appearance,Conforms
ADE2354-TEST1,ADE2354,2026-02-28T06:13:10Z,FAIL,Mycoplasma,Conforms
ADE2354-TEST2,ADE2354,2026-02-28T06:13:10Z,FAIL,Sterility,Does Not Conform
ADE2354-TEST3,ADE2354,2026-02-28T06:13:10Z,FAIL,Endotoxin,Conforms
ADE2354-TEST4,ADE2354,2026-02-28T06:13:10Z,FAIL,Cell Viability Percentage,Conforms
ACU3757-TEST0,ACU3757,2026-01-25T09:13:10Z,PASS,Appearance,Conforms
ACU3757-TEST1,ACU3757,2026-01-25T09:13:10Z,PASS,Mycoplasma,Conforms
ACU3757-TEST2,ACU3757,2026-01-25T09:13:10Z,PASS,Sterility,Conforms
ACU3757-TEST3,ACU3757,2026-01-25T09:13:10Z,PASS,Endotoxin,Conforms
ACU3757-TEST4,ACU3757,2026-01-25T09:13:10Z,PASS,Cell Viability Percentage,Conforms
ACW6008-TEST0,ACW6008,2026-02-10T17:13:10Z,FAIL,Appearance,Conforms
ACW6008-TEST1,ACW6008,2026-02-10T17:13:10Z,FAIL,Mycoplasma,Does Not Conform
ACW6008-TEST2,ACW6008,2026-02-10T17:13:10Z,FAIL,Sterility,Does Not Conform
ACW6008-TEST3,ACW6008,2026-02-10T17:13:10Z,FAIL,Endotoxin,Conforms
ACW6008-TEST4,ACW6008,2026-02-10T17:13:10Z,FAIL,Cell Viability Percentage,Conforms
ADJ4001-TEST0,ADJ4001,2026-01-26T06:13:10Z,FAIL,Appearance,Conforms
ADJ4001-TEST1,ADJ4001,2026-01-26T06:13:10Z,FAIL,Mycoplasma,Conforms
ADJ4001-TEST2,ADJ4001,2026-01-26T06:13:10Z,FAIL,Sterility,Conforms
ADJ4001-TEST3,ADJ4001,2026-01-26T06:13:10Z,FAIL,Endotoxin,Does Not Conform
ADJ4001-TEST4,ADJ4001,2026-01-26T06:13:10Z,FAIL,Cell Viability Percentage,Conforms
ADF6859-TEST0,ADF6859,2026-01-15T22:13:10Z,FAIL,Appearance,Does Not Conform
ADF6859-TEST1,ADF6859,2026-01-15T22:13:10Z,FAIL,Mycoplasma,Conforms
ADF6859-TEST2,ADF6859,2026-01-15T22:13:10Z,FAIL,Sterility,Conforms
ADF6859-TEST3,ADF6859,2026-01-15T22:13:10Z,FAIL,Endotoxin,Conforms
ADF6859-TEST4,ADF6859,2026-01-15T22:13:10Z,FAIL,Cell Viability Percentage,Conforms
ADJ7708-TEST0,ADJ7708,2026-01-13T08:13:10Z,FAIL,Appearance,Does Not Conform
ADJ7708-TEST1,ADJ7708,2026-01-13T08:13:10Z,FAIL,Mycoplasma,Conforms
ADJ7708-TEST2,ADJ7708,2026-01-13T08:13:10Z,FAIL,Sterility,Conforms
ADJ7708-TEST3,ADJ7708,2026-01-13T08:13:10Z,FAIL,Endotoxin,Conforms
ADJ7708-TEST4,ADJ7708,2026-01-13T08:13:10Z,FAIL,Cell Viability Percentage,Conforms
ACR0912-TEST0,ACR0912,2026-01-31T20:13:10Z,FAIL,Appearance,Does Not Conform
ACR0912-TEST1,ACR0912,2026-01-31T20:13:10Z,FAIL,Mycoplasma,Conforms
ACR0912-TEST2,ACR0912,2026-01-31T20:13:10Z,FAIL,Sterility,Conforms
ACR0912-TEST3,ACR0912,2026-01-31T20:13:10Z,FAIL,Endotoxin,Conforms
ACR0912-TEST4,ACR0912,2026-01-31T20:13:10Z,FAIL,Cell Viability Percentage,Conforms
ADD2208-TEST0,ADD2208,2026-01-22T15:13:10Z,FAIL,Appearance,Does Not Conform
ADD2208-TEST1,ADD2208,2026-01-22T15:13:10Z,FAIL,Mycoplasma,Conforms
ADD2208-TEST2,ADD2208,2026-01-22T15:13:10Z,FAIL,Sterility,Conforms
ADD2208-TEST3,ADD2208,2026-01-22T15:13:10Z,FAIL,Endotoxin,Conforms
ADD2208-TEST4,ADD2208,2026-01-22T15:13:10Z,FAIL,Cell Viability Percentage,Conforms
ADJ5926-TEST0,ADJ5926,2026-01-17T23:13:10Z,FAIL,Appearance,Does Not Conform
ADJ5926-TEST1,ADJ5926,2026-01-17T23:13:10Z,FAIL,Mycoplasma,Conforms
ADJ5926-TEST2,ADJ5926,2026-01-17T23:13:10Z,FAIL,Sterility,Does Not Conform
ADJ5926-TEST3,ADJ5926,2026-01-17T23:13:10Z,FAIL,Endotoxin,Conforms
ADJ5926-TEST4,ADJ5926,2026-01-17T23:13:10Z,FAIL,Cell Viability Percentage,Conforms
ACM3780-TEST0,ACM3780,2026-01-11T04:13:10Z,PASS,Appearance,Conforms
ACM3780-TEST1,ACM3780,2026-01-11T04:13:10Z,PASS,Mycoplasma,Conforms
ACM3780-TEST2,ACM3780,2026-01-11T04:13:10Z,PASS,Sterility,Conforms
ACM3780-TEST3,ACM3780,2026-01-11T04:13:10Z,PASS,Endotoxin,Conforms
ACM3780-TEST4,ACM3780,2026-01-11T04:13:10Z,PASS,Cell Viability Percentage,Conforms
ADD9745-TEST0,ADD9745,2026-01-28T03:13:10Z,FAIL,Appearance,Conforms
ADD9745-TEST1,ADD9745,2026-01-28T03:13:10Z,FAIL,Mycoplasma,Conforms
ADD9745-TEST2,ADD9745,2026-01-28T03:13:10Z,FAIL,Sterility,Conforms
ADD9745-TEST3,ADD9745,2026-01-28T03:13:10Z,FAIL,Endotoxin,Conforms
ADD9745-TEST4,ADD9745,2026-01-28T03:13:10Z,FAIL,Cell Viability Percentage,Does Not Conform
ACV6747-TEST0,ACV6747,2026-01-28T07:13:10Z,FAIL,Appearance,Conforms
ACV6747-TEST1,ACV6747,2026-01-28T07:13:10Z,FAIL,Mycoplasma,Does Not Conform
ACV6747-TEST2,ACV6747,2026-01-28T07:13:10Z,FAIL,Sterility,Conforms
ACV6747-TEST3,ACV6747,2026-01-28T07:13:10Z,FAIL,Endotoxin,Conforms
ACV6747-TEST4,ACV6747,2026-01-28T07:13:10Z,FAIL,Cell Viability Percentage,Conforms
ACX3577-TEST0,ACX3577,2026-01-08T05:13:10Z,FAIL,Appearance,Conforms
ACX3577-TEST1,ACX3577,2026-01-08T05:13:10Z,FAIL,Mycoplasma,Conforms
ACX3577-TEST2,ACX3577,2026-01-08T05:13:10Z,FAIL,Sterility,Does Not Conform
ACX3577-TEST3,ACX3577,2026-01-08T05:13:10Z,FAIL,Endotoxin,Conforms
ACX3577-TEST4,ACX3577,2026-01-08T05:13:10Z,FAIL,Cell Viability Percentage,Does Not Conform
ACY0959-TEST0,ACY0959,2026-01-23T00:13:10Z,FAIL,Appearance,Does Not Conform
ACY0959-TEST1,ACY0959,2026-01-23T00:13:10Z,FAIL,Mycoplasma,Conforms
ACY0959-TEST2,ACY0959,2026-01-23T00:13:10Z,FAIL,Sterility,Conforms
ACY0959-TEST3,ACY0959,2026-01-23T00:13:10Z,FAIL,Endotoxin,Conforms
ACY0959-TEST4,ACY0959,2026-01-23T00:13:10Z,FAIL,Cell Viability Percentage,Conforms
ADE5570-TEST0,ADE5570,2026-01-26T22:13:10Z,FAIL,Appearance,Does Not Conform
ADE5570-TEST1,ADE5570,2026-01-26T22:13:10Z,FAIL,Mycoplasma,Conforms
ADE5570-TEST2,ADE5570,2026-01-26T22:13:10Z,FAIL,Sterility,Conforms
ADE5570-TEST3,ADE5570,2026-01-26T22:13:10Z,FAIL,Endotoxin,Conforms
ADE5570-TEST4,ADE5570,2026-01-26T22:13:10Z,FAIL,Cell Viability Percentage,Conforms
ADB8269-TEST0,ADB8269,2026-02-17T17:13:10Z,FAIL,Appearance,Does Not Conform
ADB8269-TEST1,ADB8269,2026-02-17T17:13:10Z,FAIL,Mycoplasma,Conforms
ADB8269-TEST2,ADB8269,2026-02-17T17:13:10Z,FAIL,Sterility,Conforms
ADB8269-TEST3,ADB8269,2026-02-17T17:13:10Z,FAIL,Endotoxin,Conforms
ADB8269-TEST4,ADB8269,2026-02-17T17:13:10Z,FAIL,Cell Viability Percentage,Conforms
ACN4175-TEST0,ACN4175,2026-01-23T02:13:10Z,FAIL,Appearance,Does Not Conform
ACN4175-TEST1,ACN4175,2026-01-23T02:13:10Z,FAIL,Mycoplasma,Conforms
ACN4175-TEST2,ACN4175,2026-01-23T02:13:10Z,FAIL,Sterility,Conforms
ACN4175-TEST3,ACN4175,2026-01-23T02:13:10Z,FAIL,Endotoxin,Conforms
ACN4175-TEST4,ACN4175,2026-01-23T02:13:10Z,FAIL,Cell Viability Percentage,Conforms
ACX7464-TEST0,ACX7464,2026-01-18T09:13:10Z,FAIL,Appearance,Does Not Conform
ACX7464-TEST1,ACX7464,2026-01-18T09:13:10Z,FAIL,Mycoplasma,Conforms
ACX7464-TEST2,ACX7464,2026-01-18T09:13:10Z,FAIL,Sterility,Conforms
ACX7464-TEST3,ACX7464,2026-01-18T09:13:10Z,FAIL,Endotoxin,Conforms
ACX7464-TEST4,ACX7464,2026-01-18T09:13:10Z,FAIL,Cell Viability Percentage,Conforms
ACD5644-TEST0,ACD5644,2026-01-08T15:13:10Z,FAIL,Appearance,Does Not Conform
ACD5644-TEST1,ACD5644,2026-01-08T15:13:10Z,FAIL,Mycoplasma,Conforms
ACD5644-TEST2,ACD5644,2026-01-08T15:13:10Z,FAIL,Sterility,Conforms
ACD5644-TEST3,ACD5644,2026-01-08T15:13:10Z,FAIL,Endotoxin,Conforms
ACD5644-TEST4,ACD5644,2026-01-08T15:13:10Z,FAIL,Cell Viability Percentage,Conforms
ACW1475-TEST0,ACW1475,2026-03-01T20:13:10Z,FAIL,Appearance,Conforms
